,business_status,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,property_id,permanently_closed
10,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Seattle Fish Company,"[{'height': 2772, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117783698890866865844"">Munsy Man</a>'], 'photo_reference': 'AfLeUgNLxc74Lnhg_-RHQWwS81J0-e9KNuhvHlxELpJpp8GRZxAS2yyqPAmI2A9txLrrZuj3-Prv1dIo467Y__JL9SFxNIA4OZyznL42-nS8yGTBtWeIGsgroIygLR7JEjX6ysJT1ClsCX5p_ngT5quZlXRpZB6tq23aJ0gbq0OknL-KTgAS', 'width': 3696}]",ChIJr2pG1vlAkFQRt0oiESjE8XI,4.5,ChIJr2pG1vlAkFQRt0oiESjE8XI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",838.0,"4435 California Avenue Southwest, Seattle",47.5636776,-122.3871229,47.5650094302915,-122.3856014197085,47.5623114697085,-122.3882993802915,True,"HJ77+F5 Seattle, WA, USA",84VVHJ77+F5,2.0,1096736307,
11,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Puerto Vallarta Restaurant,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111358091171747182523"">Utphala P</a>'], 'photo_reference': 'AfLeUgOkWbGLTyzThehF69g3luTR6pL33Z6M4qchmo8RkYXcEvX0PAdmukax0gU3ySIt3bmmJm-F-9snjk2RA0U9kp_o9WokAPpfz51Trc8vPcA7Oll0IKlZCIKooxo5ZY6b5JEj2XmKq7-KGx4q9ty_RxeZsC8mgVzxGoIno0RhtTHYThji', 'width': 4032}]",ChIJd_UT2ftAkFQRdgp4ndlvLb4,4.0,ChIJd_UT2ftAkFQRdgp4ndlvLb4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",535.0,"4727 California Avenue Southwest SUITE A, Seattle",47.56031959999999,-122.3871091,47.56166123029149,-122.3856129197085,47.55896326970849,-122.3883108802915,True,"HJ67+45 Seattle, WA, USA",84VVHJ67+45,2.0,1096736307,
12,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bang Bar Thai Restaurant & Lounge,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108056271473607973091"">Mark Penaroza</a>'], 'photo_reference': 'AfLeUgOgABYbJerP8V1nHKmS6hpti6QUK_vibl_BOp0Z45lWHHwhvG8JvPvjwKScF6zlptu4P8TnLfbYeSOXNEZivMOe2nBn9ut7m72TfsNg85kzsfosQnSREWdqpvUwoqDa53y1aEzbK30uUzmk7CAOmJNiL4n89Tw_SLGkKs4AZ3RkEmjP', 'width': 4032}]",ChIJr4GB5vtAkFQRcw8Mdx--86M,4.2,ChIJr4GB5vtAkFQRcw8Mdx--86M,GOOGLE,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",643.0,"4750 California Avenue Southwest, Seattle",47.5595874,-122.3864457,47.56093053029149,-122.3852904697085,47.5582325697085,-122.3879884302915,True,"HJ57+RC Seattle, WA, USA",84VVHJ57+RC,2.0,1096736307,
13,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizzeria Credo,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117062629523904644607"">Pizzeria Credo</a>'], 'photo_reference': 'AfLeUgMd3BgRt98bJXZEuQPTDLSjGYB2qSCzjWkpZyrW80bv3y_10EJXvYYhUHpW0tPo8mVZsukO2WNvhBI2DtwO0SW8mFZKko5Qrm-4aW0d4fKMFJWSOuD6Z7eJXLLNIfhbxkZgnxRsH1LXyGPHXhLElzNCQ9gBAGEhYo5lz_YGnfNMC9iM', 'width': 1000}]",ChIJ3eIYvvlAkFQRoi_YPs5CRqA,4.6,ChIJ3eIYvvlAkFQRoi_YPs5CRqA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",404.0,"4520 California Avenue Southwest, Seattle",47.5622577,-122.3865936,47.5636240302915,-122.3853417197085,47.5609260697085,-122.3880396802915,True,"HJ67+W9 Seattle, WA, USA",84VVHJ67+W9,2.0,1096736307,
14,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Coastline Burgers West Seattle,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102070526648196320930"">Michael Hansen</a>'], 'photo_reference': 'AfLeUgP3sS3_Ld6WKDje6vh5VXa8QDYHXsN_GYEL2cPCdcMXkZlW2FK5hiT05JtJOTirIGUxf8PIcUR3IoivdWkDjQkdfsX47TTPfiKiJQUUi-pj41_asVvbbCRctviMD88iSYPALR5GGgw53HobfwGTF7Pc3BXfSNcBxHd2GyQWX5U9yMJv', 'width': 4032}]",ChIJXUXB0flAkFQR3LsPHAaoYoY,4.4,ChIJXUXB0flAkFQR3LsPHAaoYoY,GOOGLE,"['liquor_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",759.0,"4444 California Avenue Southwest, Seattle",47.56332959999999,-122.3865016,47.5646440302915,-122.3852171697085,47.5619460697085,-122.3879151302915,True,"HJ77+89 Seattle, WA, USA",84VVHJ77+89,1.0,1096736307,
15,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Dumplings of Fury,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117183573554175182727"">Dumplings of Fury</a>'], 'photo_reference': 'AfLeUgPH1lhMuQzV9GP5ZduBX3R-6NAhZc5ggQaCBZ0v48cmDepjF9KQNpOQ68MTIG3ZPyX5LKyd-FwlMRE-_FNEZBLD6SWewhTeY5izxDYSVdIPuhk-xoZxm0CEPUplvrw3A-dsOQACQZ3KIxD9ES0xWEJ81sc_-335OiLSsRmuQfpaU3zj', 'width': 899}]",ChIJ375E2_lAkFQRqif21-NT6BQ,4.3,ChIJ375E2_lAkFQRqif21-NT6BQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",337.0,"4302 Southwest Oregon Street, Seattle",47.5631049,-122.3871149,47.5643691802915,-122.3857764197085,47.5616712197085,-122.3884743802915,True,"HJ77+65 Seattle, WA, USA",84VVHJ77+65,2.0,1096736307,
16,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,The Lodge Sports Grille,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115767384679385782435"">Axel Arvizu</a>'], 'photo_reference': 'AfLeUgOdcdK4zJsxY7_qKyhYxt8BqqBk4w023gj7wN_UhDnOqXFXK5gh9Yr2M-a_tFi4ki-i15dOc8dlljuQcZV-imPHYovdSKIWqGGi2KD7V6db5m9jbVPNcFZObcFaQze8J2yJ7NxmEmGMSLQzkTSf_VPSoisGD8pp6i5S_4aphyciBp8', 'width': 4608}]",ChIJT-HhcPlAkFQRSADMJkC6fz0,3.8,ChIJT-HhcPlAkFQRSADMJkC6fz0,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",322.0,"4209 Southwest Alaska Street, Seattle",47.5609129,-122.3858362,47.5623494302915,-122.3845219197085,47.5596514697085,-122.3872198802915,True,"HJ67+9M Seattle, WA, USA",84VVHJ67+9M,2.0,1096736307,
17,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Starbucks,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111092398091466232893"">Mariia Moskalenko</a>'], 'photo_reference': 'AfLeUgNzKke6TzEl_Kk7ovQgpATGDe4mDa2iz1mm-KYRaQ4dA42PktT3y9uxsTczsF6ajWrLgKXUR4LLc7JHAu_noaRZp2zi2M63IN1SRB3Hwx7IJUbasHLlIvpxAp31o66O8b3bHbPMFR2Z0E1r-GHjwoMc405kekdm-KoZnptDP2s8wMpw', 'width': 3024}]",ChIJD2EGeflAkFQR1jaJsTvKMhU,4.3,ChIJD2EGeflAkFQR1jaJsTvKMhU,GOOGLE,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",276.0,"4233 Southwest Alaska Street, Seattle",47.56091929999999,-122.3865142,47.56235928029149,-122.3851908197085,47.5596613197085,-122.3878887802915,True,"HJ67+99 Seattle, WA, USA",84VVHJ67+99,2.0,1096736307,
18,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Chipotle Mexican Grill,"[{'height': 878, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108847866809895649723"">Jody Teddi</a>'], 'photo_reference': 'AfLeUgP7Fyn7RuyYxQQgvbKuhdRtvm4gT_k7BlckjTCrJ0kEAIm6jweftnDB6i6SW226FZG48SNKhMIc9URsTgRvwWinay0HpKB4-XAcUZqOi6TUUo8LRSCgwD3QoXoze8zpl2EdcA1axUn9TIASgTPb-wrOqCcZ00NAXNvzVhDMQzBb0YMn', 'width': 1170}]",ChIJ544O3_tAkFQR2dzWABQLYvk,4.0,ChIJ544O3_tAkFQR2dzWABQLYvk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",512.0,"4730 California Avenue Southwest Ste A, Seattle",47.560207,-122.3866142,47.56157118029149,-122.3853662697085,47.5588732197085,-122.3880642302915,True,"HJ67+39 Seattle, WA, USA",84VVHJ67+39,1.0,1096736307,
19,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pagliacci Pizza,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103967699691289713754"">Pagliacci Pizza</a>'], 'photo_reference': 'AfLeUgMz1gn3EnG9Zu3xJ3QrA3wdeWeapIc3oUjPZdkIzKM9fWPugPhRQYvXYgQgTX7zwoUM0lsl25nFbzcpPlYvdwqagTXhPgIA9ni2eSGeYfmEjbeJTDv8ugm002ckX5TyX3j3amAQ78rcVtC8hI8R7CZiiBZzuxbG3kOxgJveHXIB9Kj0', 'width': 720}]",ChIJTbv8GstqkFQRHZqGaZsVjqY,4.4,ChIJTbv8GstqkFQRHZqGaZsVjqY,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",492.0,"4449 California Avenue Southwest, Seattle",47.56335929999999,-122.3870711,47.56471158029149,-122.3855744197085,47.5620136197085,-122.3882723802915,True,"HJ77+85 Seattle, WA, USA",84VVHJ77+85,2.0,1096736307,
20,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Los Tinos | Mexican Restaurant,"[{'height': 2335, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115915539414591680353"">Los Tinos | Mexican Restaurant</a>'], 'photo_reference': 'AfLeUgN7E9pntvDsPzQPqARCQ1RMnaTuOilbY7flJ6J9rmEQ1KlWz4HriswIdowUnl9QFB25y5IOPFBTM6D5RHuyHkVzmdu6qfSCxWltEuW68jF6_X6QwlTA0_CkSt5AMTMY5oHvLT-LIeZ26EMWqB9KspQfZ3d2es7GYAecPtmCk7jF8tUh', 'width': 4032}]",ChIJsT8kcP1pkFQR-RnbCgc6Gg8,4.5,ChIJsT8kcP1pkFQR-RnbCgc6Gg8,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",262.0,"7300 Rainier Avenue South, Seattle",47.5368065,-122.2699682,47.5381533802915,-122.2686384697085,47.53545541970851,-122.2713364302915,True,"GPPJ+P2 Seattle, WA, USA",84VVGPPJ+P2,1.0,2108869919,
21,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Paradise Restaurant,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117369793301340184154"">Chiemi ChiAmy206</a>'], 'photo_reference': 'AfLeUgO6Ectmm2FbDB_zZYXjWWlq0RDph-AZ0Ttdjxnm0kAihM_1_wj9Wu-mVgvcg7lSitHhy_xTNBTFNERCwSmeH4dsL-pqFsbRiFJS79xcbLjdEkZfn2bx5oNwHIE7dM39zdyA-FrYdqp-infisY_3Z7Itz11ODG14le-b5mUBv0khj4Y0', 'width': 4032}]",ChIJu_UvC_1pkFQRZN_gl0aqr9A,4.3,ChIJu_UvC_1pkFQRZN_gl0aqr9A,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",126.0,"7250 Rainier Avenue South, Seattle",47.53752009999999,-122.2698917,47.5389307302915,-122.2685834697085,47.5362327697085,-122.2712814302915,True,"GPQJ+22 Seattle, WA, USA",84VVGPQJ+22,,2108869919,
22,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Royal detail and coffee,,ChIJ86wcZhJpkFQRRWBs8xR3hJc,,ChIJ86wcZhJpkFQRRWBs8xR3hJc,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"7216 Rainier Avenue South, Seattle",47.5378531,-122.2700093,47.53920663029151,-122.2687575697085,47.53650866970851,-122.2714555302915,,"GPQH+4X Seattle, WA, USA",84VVGPQH+4X,,2108869919,
23,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Taqueria Tehuacan,"[{'height': 5760, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108945578682416384471"">David</a>'], 'photo_reference': 'AfLeUgMzvk-pHlleFDF_zn2PCCKF3fm4q2FpZSLVdK2JPGUXHlNz18SCGQteAlVot_KvRctBPq_ZoSflgCybBcwkYMuSuKRHUcIyXaHfwGv2ehKcZTFHgI8yHSUOJqBUp2qkmy_nQ54XDErSWfk9tbPEn1GAXSvhZ8jLyfqL53JKp55mhMRF', 'width': 4312}]",ChIJ2T92mf1pkFQRsdQPAIXTXSQ,4.3,ChIJ2T92mf1pkFQRsdQPAIXTXSQ,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",132.0,"7219 Rainier Avenue South, Seattle",47.53790410000001,-122.2709682,47.53912958029149,-122.2695915697085,47.53643161970849,-122.2722895302915,True,"GPQH+5J Seattle, WA, USA",84VVGPQH+5J,1.0,2108869919,
